@RELATION emlak_train

@ATTRIBUTE il {Canakkale,bilinmiyor}
@ATTRIBUTE ilce {Bozcaada,Gelibolu,Gokceada,Merkez,Yenice,bilinmiyor}
@ATTRIBUTE mahalle {Alaeddin_Mah.,Alaybey_Mh.,Barbaros_Mah.,Camiikebir_Mah.,Cevat_Pasa_Mh.,Cinarli_Mh.,Cumhuriyet_Mah.,Diger_Mahalle,Erenkoy_Koyu,Esenler_Mah.,Eski_Yenice_Mah.,Fatih_Mah.,Ismetpasa_Mh.,Karacaoren_Koyu,Kepez_Bld.,Kislalar_Mh.,Kurtulus_Mh.,Kuzulimani_Mh.,Sirinkoy_Koyu,Tepekoy_Koyu,Ugurlu_Koyu,Yazicizade_Mh.,Yeni_Mh.,Zeytinli_Koyu}
@ATTRIBUTE emlak_tipi {Satilik,bilinmiyor}
@ATTRIBUTE bina_yasi_raw {0_Oturuma_Hazir,0_Yapim_Asamasinda,1,11_15_arasi,16_20_arasi,2,21_25_arasi,26_30_arasi,3,31_ve_uzeri,4,5,6_10_arasi,bilinmiyor}
@ATTRIBUTE bulundugu_kat_raw {1,2,3,4,5,6,7,8,9,Bahce_Kati,Bilinmiyor,Cati_Kati,Giris_Kati,Mustakil,Villa_Tipi,Yuksek_Giris,Zemin_Kat,bilinmiyor}
@ATTRIBUTE isitma_raw {Dogalgaz_Sobasi,Elektrikli_Radyator,Isi_Pompasi,Kat_Kaloriferi,Klima,Kombi_Dogalgaz,Kombi_Elektrik,Merkezi,Merkezi_Pay_Olcer,Soba,Somine,Yerden_Isitma,Yok,bilinmiyor}
@ATTRIBUTE isitma_ana_sinif {Dogalgaz_Sobasi,Elektrikli_Radyator,Isi_Pompasi,Kat_Kaloriferi,Klima,Kombi_Dogalgaz,Kombi_Elektrik,Merkezi,Soba,Somine,Yerden_Isitma,Yok,bilinmiyor}
@ATTRIBUTE mutfak_raw {Acik_Amerikan,Bilinmiyor,Kapali,bilinmiyor}
@ATTRIBUTE metrekare_brut NUMERIC
@ATTRIBUTE metrekare_net NUMERIC
@ATTRIBUTE oda_sayisi NUMERIC
@ATTRIBUTE bina_yasi_numeric NUMERIC
@ATTRIBUTE bina_yasi_ordinal NUMERIC
@ATTRIBUTE bulundugu_kat_no NUMERIC
@ATTRIBUTE bulundugu_kat_ordinal NUMERIC
@ATTRIBUTE kat_sayisi NUMERIC
@ATTRIBUTE isitma_score NUMERIC
@ATTRIBUTE banyo_sayisi NUMERIC
@ATTRIBUTE mutfak_acik_mi NUMERIC
@ATTRIBUTE balkon {yok,var}
@ATTRIBUTE asansor {yok,var}
@ATTRIBUTE otopark {yok,var}
@ATTRIBUTE esyali {yok,var}
@ATTRIBUTE guvenlik_skoru NUMERIC
@ATTRIBUTE luks_skoru NUMERIC
@ATTRIBUTE sosyal_skoru NUMERIC
@ATTRIBUTE lokasyon_skoru NUMERIC
@ATTRIBUTE fiyat_kategorisi {100_250_Milyon_TL_Arasi,10_15_Milyon_TL_Arasi,15_25_Milyon_TL_Arasi,1_1_Bucuk_Milyon_TL_Arasi,1_Bucuk_2_Milyon_TL_Arasi,25_50_Milyon_TL_Arasi,2_3_Milyon_TL_Arasi,3_4_Milyon_TL_Arasi,4_5_Milyon_TL_Arasi,50_100_Milyon_TL_Arasi,5_7_Bucuk_Milyon_TL_Arasi,7_Bucuk_10_Milyon_TL_Arasi}

@DATA
Canakkale,Gelibolu,Alaeddin_Mah.,Satilik,26_30_arasi,5,Soba,Soba,Kapali,100.0,90.0,3.0,30.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,var,yok,var,yok,0.0,0.0,0.0,0.0,1_Bucuk_2_Milyon_TL_Arasi
Canakkale,Yenice,Diger_Mahalle,Satilik,1,Mustakil,Kat_Kaloriferi,Kat_Kaloriferi,Kapali,160.0,140.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,0.0,var,yok,var,yok,0.0,0.0,0.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,11_15_arasi,Mustakil,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,280.0,250.0,6.0,13.0,2.0,1.0,5.0,3.0,5.0,4.0,0.0,var,yok,var,var,0.0,2.0,0.0,2.0,15_25_Milyon_TL_Arasi
Canakkale,Gelibolu,Yazicizade_Mh.,Satilik,21_25_arasi,5,Soba,Soba,Kapali,130.0,120.0,4.0,21.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,1_1_Bucuk_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,11_15_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,250.0,170.0,5.0,13.0,2.0,3.0,5.0,3.0,5.0,2.0,0.0,var,var,var,var,2.0,2.0,4.0,3.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,11_15_arasi,Yuksek_Giris,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,176.0,160.0,5.0,13.0,2.0,0.0,4.0,4.0,5.0,2.0,0.0,var,var,yok,yok,0.0,0.0,3.0,1.0,4_5_Milyon_TL_Arasi
Canakkale,Gokceada,Kuzulimani_Mh.,Satilik,6_10_arasi,2,Klima,Klima,Acik_Amerikan,100.0,90.0,4.0,8.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,var,yok,var,yok,0.0,1.0,0.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Gokceada,Diger_Mahalle,Satilik,31_ve_uzeri,Bilinmiyor,Somine,Somine,Kapali,145.0,130.0,6.0,30.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,10_15_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,5,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,70.0,60.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,1.0,var,var,yok,yok,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,21_25_arasi,Mustakil,Klima,Klima,Kapali,150.0,140.0,6.0,21.0,2.0,1.0,5.0,1.0,3.0,2.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,1.0,15_25_Milyon_TL_Arasi
Canakkale,Yenice,Kurtulus_Mh.,Satilik,6_10_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,210.0,175.0,6.0,8.0,3.0,3.0,5.0,3.0,5.0,3.0,0.0,var,var,var,yok,1.0,1.0,5.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Gokceada,Diger_Mahalle,Satilik,16_20_arasi,Bilinmiyor,Soba,Soba,Acik_Amerikan,9.0,100.0,4.0,16.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,15_25_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,11_15_arasi,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,75.0,60.0,2.0,13.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,var,yok,yok,yok,0.0,0.0,4.0,3.0,3_4_Milyon_TL_Arasi
Canakkale,Yenice,Kurtulus_Mh.,Satilik,0_Yapim_Asamasinda,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,110.0,100.0,4.0,0.0,0.0,2.0,5.0,3.0,5.0,2.0,0.0,var,yok,var,yok,0.0,0.0,0.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Yenice,Eski_Yenice_Mah.,Satilik,0_Oturuma_Hazir,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,45.0,36.0,2.0,0.0,0.0,3.0,5.0,4.0,5.0,1.0,1.0,var,yok,yok,yok,0.0,0.0,2.0,0.0,1_Bucuk_2_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,11_15_arasi,3,Yerden_Isitma,Yerden_Isitma,Acik_Amerikan,85.0,75.0,3.0,13.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,var,var,var,yok,3.0,4.0,3.0,1.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,1,Yuksek_Giris,Dogalgaz_Sobasi,Dogalgaz_Sobasi,Acik_Amerikan,65.0,55.0,2.0,1.0,4.0,0.0,4.0,2.0,2.0,1.0,1.0,var,yok,var,yok,0.0,0.0,0.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,6_10_arasi,Giris_Kati,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,55.0,47.0,2.0,8.0,3.0,0.0,3.0,6.0,5.0,1.0,1.0,var,var,var,yok,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Gokceada,Kuzulimani_Mh.,Satilik,0_Yapim_Asamasinda,Bahce_Kati,Merkezi,Merkezi,Acik_Amerikan,60.0,55.0,3.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,1.0,var,yok,var,yok,0.0,0.0,4.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Gelibolu,Yazicizade_Mh.,Satilik,21_25_arasi,5,Klima,Klima,Kapali,110.0,100.0,3.0,21.0,2.0,5.0,5.0,5.0,3.0,1.0,0.0,var,yok,yok,var,0.0,0.0,5.0,2.0,2_3_Milyon_TL_Arasi
Canakkale,Gokceada,Kuzulimani_Mh.,Satilik,11_15_arasi,Bahce_Kati,Klima,Klima,Acik_Amerikan,70.0,55.0,3.0,13.0,2.0,0.0,4.0,2.0,3.0,1.0,1.0,var,yok,var,var,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,3,3,Klima,Klima,Acik_Amerikan,55.0,48.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,var,yok,var,yok,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Merkez,Cevat_Pasa_Mh.,Satilik,11_15_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,85.0,74.0,3.0,13.0,2.0,3.0,5.0,5.0,5.0,1.0,0.0,var,var,yok,yok,0.0,0.0,3.0,3.0,4_5_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,11_15_arasi,Yuksek_Giris,Merkezi_Pay_Olcer,Merkezi,Kapali,125.0,115.0,4.0,13.0,2.0,0.0,4.0,4.0,5.0,2.0,0.0,var,var,var,yok,0.0,0.0,6.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,26_30_arasi,3,Merkezi,Merkezi,Kapali,120.0,100.0,4.0,30.0,1.0,3.0,5.0,5.0,4.0,2.0,0.0,var,var,var,yok,2.0,0.0,3.0,3.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Yenice,Diger_Mahalle,Satilik,16_20_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,145.0,135.0,4.0,16.0,2.0,3.0,5.0,3.0,5.0,1.0,0.0,var,yok,var,yok,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Yenice,Kurtulus_Mh.,Satilik,0_Oturuma_Hazir,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,50.0,40.0,2.0,0.0,0.0,2.0,5.0,3.0,5.0,1.0,1.0,yok,var,var,yok,1.0,1.0,2.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Gokceada,Cumhuriyet_Mah.,Satilik,11_15_arasi,2,Merkezi,Merkezi,Acik_Amerikan,52.0,50.0,2.0,13.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,var,yok,yok,var,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Gokceada,Diger_Mahalle,Satilik,31_ve_uzeri,Bilinmiyor,Kat_Kaloriferi,Kat_Kaloriferi,Acik_Amerikan,204.0,195.0,5.0,30.0,1.0,0.0,0.0,2.0,4.0,4.0,1.0,yok,yok,yok,var,0.0,0.0,0.0,0.0,15_25_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,5,5,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,55.0,50.0,2.0,5.0,4.0,5.0,5.0,6.0,5.0,1.0,1.0,var,var,var,var,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,0_Oturuma_Hazir,2,Yerden_Isitma,Yerden_Isitma,Acik_Amerikan,76.0,52.0,3.0,0.0,0.0,2.0,5.0,3.0,5.0,1.0,1.0,var,yok,var,yok,0.0,1.0,1.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Gokceada,Kuzulimani_Mh.,Satilik,31_ve_uzeri,Bahce_Kati,Yok,Yok,Kapali,140.0,130.0,4.0,30.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,var,yok,yok,yok,0.0,0.0,1.0,2.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Sirinkoy_Koyu,Satilik,16_20_arasi,Bilinmiyor,Klima,Klima,Kapali,500.0,160.0,6.0,16.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,var,yok,yok,yok,0.0,0.0,2.0,3.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Kuzulimani_Mh.,Satilik,6_10_arasi,2,Klima,Klima,Acik_Amerikan,75.0,65.0,3.0,8.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,var,yok,var,yok,0.0,1.0,1.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Gokceada,Ugurlu_Koyu,Satilik,0_Oturuma_Hazir,Bahce_Kati,Soba,Soba,bilinmiyor,90.0,80.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Merkez,Karacaoren_Koyu,Satilik,0_Yapim_Asamasinda,9,Merkezi_Pay_Olcer,Merkezi,Acik_Amerikan,50.0,45.0,2.0,0.0,0.0,9.0,4.0,9.0,5.0,1.0,1.0,var,var,var,yok,0.0,0.0,0.0,1.0,3_4_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,6_10_arasi,Bilinmiyor,Soba,Soba,Acik_Amerikan,160.0,114.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,var,yok,yok,yok,0.0,1.0,0.0,2.0,25_50_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,6_10_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,180.0,160.0,4.0,8.0,3.0,3.0,5.0,3.0,5.0,3.0,0.0,var,var,yok,yok,0.0,0.0,1.0,1.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,31_ve_uzeri,Bilinmiyor,Yok,Yok,Kapali,130.0,114.0,6.0,30.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,var,yok,yok,yok,0.0,0.0,1.0,1.0,50_100_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,16_20_arasi,4,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,95.0,85.0,3.0,16.0,2.0,4.0,5.0,4.0,5.0,1.0,0.0,var,yok,var,yok,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,26_30_arasi,Bilinmiyor,Yok,Yok,Kapali,51.0,50.0,4.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,var,yok,yok,var,0.0,0.0,4.0,2.0,15_25_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,6_10_arasi,Bilinmiyor,Soba,Soba,Acik_Amerikan,160.0,114.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,var,yok,yok,yok,0.0,1.0,1.0,2.0,25_50_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,6_10_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,135.0,125.0,3.0,8.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,var,var,var,var,1.0,2.0,0.0,2.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Cinarli_Mh.,Satilik,31_ve_uzeri,Bilinmiyor,Soba,Soba,Kapali,152.0,132.0,5.0,30.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,var,yok,yok,yok,0.0,1.0,4.0,4.0,10_15_Milyon_TL_Arasi
Canakkale,Merkez,Karacaoren_Koyu,Satilik,3,7,Merkezi_Pay_Olcer,Merkezi,Kapali,160.0,135.0,4.0,3.0,4.0,7.0,4.0,7.0,5.0,2.0,0.0,var,var,var,yok,0.0,0.0,0.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Kuzulimani_Mh.,Satilik,6_10_arasi,2,Klima,Klima,Acik_Amerikan,50.0,45.0,2.0,8.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,yok,yok,var,var,0.0,0.0,0.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Merkez,Ismetpasa_Mh.,Satilik,31_ve_uzeri,5,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,125.0,115.0,4.0,30.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Yenice,Kurtulus_Mh.,Satilik,0_Yapim_Asamasinda,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,92.0,82.0,3.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,var,var,var,yok,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,6_10_arasi,Yuksek_Giris,Merkezi,Merkezi,Acik_Amerikan,50.0,45.0,2.0,8.0,3.0,0.0,4.0,4.0,4.0,1.0,1.0,var,var,var,var,0.0,0.0,0.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,0_Oturuma_Hazir,Mustakil,Yerden_Isitma,Yerden_Isitma,Acik_Amerikan,125.0,85.0,4.0,0.0,0.0,1.0,5.0,3.0,5.0,2.0,1.0,var,yok,var,yok,0.0,0.0,1.0,1.0,10_15_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,6_10_arasi,2,Merkezi,Merkezi,Acik_Amerikan,75.0,65.0,3.0,8.0,3.0,2.0,5.0,2.0,4.0,1.0,1.0,var,yok,var,yok,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Gelibolu,Diger_Mahalle,Satilik,26_30_arasi,3,Yok,Yok,Kapali,100.0,94.0,3.0,30.0,1.0,3.0,5.0,4.0,1.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,2.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,26_30_arasi,Bilinmiyor,Isi_Pompasi,Isi_Pompasi,Acik_Amerikan,187.0,180.0,3.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,yok,yok,yok,yok,0.0,0.0,0.0,0.0,25_50_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,11_15_arasi,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,197.0,181.0,7.0,13.0,2.0,2.0,5.0,2.0,5.0,2.0,0.0,var,yok,var,yok,0.0,1.0,3.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,16_20_arasi,4,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,173.0,147.0,10.0,16.0,2.0,4.0,5.0,4.0,5.0,2.0,0.0,var,var,var,yok,0.0,0.0,3.0,1.0,10_15_Milyon_TL_Arasi
Canakkale,Bozcaada,Alaybey_Mh.,Satilik,26_30_arasi,Bilinmiyor,Soba,Soba,Kapali,130.0,100.0,4.0,30.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,yok,yok,yok,var,0.0,1.0,3.0,0.0,15_25_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,6_10_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,290.0,220.0,5.0,8.0,3.0,3.0,5.0,3.0,5.0,2.0,0.0,var,var,var,yok,0.0,0.0,0.0,1.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Merkez,Esenler_Mah.,Satilik,5,4,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,205.0,180.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,var,var,yok,yok,0.0,1.0,3.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Merkez,Ismetpasa_Mh.,Satilik,6_10_arasi,1,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,89.0,80.0,3.0,8.0,3.0,1.0,5.0,3.0,5.0,1.0,0.0,var,var,yok,yok,1.0,0.0,2.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Yenice,Eski_Yenice_Mah.,Satilik,0_Oturuma_Hazir,1,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,90.0,83.0,3.0,0.0,0.0,1.0,5.0,3.0,5.0,1.0,0.0,var,var,var,yok,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,6_10_arasi,2,Klima,Klima,Acik_Amerikan,55.0,45.0,2.0,8.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,var,var,yok,var,0.0,0.0,0.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Merkez,Cevat_Pasa_Mh.,Satilik,31_ve_uzeri,4,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,100.0,80.0,3.0,30.0,1.0,4.0,5.0,4.0,5.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,2.0,3_4_Milyon_TL_Arasi
Canakkale,Merkez,Barbaros_Mah.,Satilik,11_15_arasi,1,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,130.0,120.0,4.0,13.0,2.0,1.0,5.0,4.0,5.0,1.0,0.0,var,var,var,yok,0.0,0.0,5.0,1.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Gokceada,Cinarli_Mh.,Satilik,0_Oturuma_Hazir,Bilinmiyor,Yerden_Isitma,Yerden_Isitma,Kapali,197.0,183.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,yok,yok,var,yok,0.0,2.0,2.0,0.0,15_25_Milyon_TL_Arasi
Canakkale,Gelibolu,Alaeddin_Mah.,Satilik,21_25_arasi,1,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,90.0,80.0,3.0,21.0,2.0,1.0,5.0,5.0,5.0,1.0,0.0,var,yok,var,yok,0.0,0.0,3.0,1.0,1_Bucuk_2_Milyon_TL_Arasi
Canakkale,Bozcaada,Cumhuriyet_Mah.,Satilik,26_30_arasi,Bilinmiyor,Klima,Klima,Acik_Amerikan,95.0,80.0,3.0,30.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,yok,yok,yok,var,0.0,0.0,1.0,1.0,25_50_Milyon_TL_Arasi
Canakkale,Gelibolu,Camiikebir_Mah.,Satilik,26_30_arasi,3,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,90.0,85.0,3.0,30.0,1.0,3.0,5.0,4.0,5.0,1.0,0.0,var,yok,var,yok,0.0,0.0,1.0,0.0,2_3_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,0_Oturuma_Hazir,Bahce_Kati,Klima,Klima,Acik_Amerikan,75.0,65.0,3.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0,yok,yok,var,yok,0.0,1.0,1.0,1.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Merkez,Ismetpasa_Mh.,Satilik,6_10_arasi,2,Merkezi_Pay_Olcer,Merkezi,Kapali,140.0,125.0,4.0,8.0,3.0,2.0,5.0,7.0,5.0,2.0,0.0,var,var,var,yok,1.0,2.0,0.0,0.0,5_7_Bucuk_Milyon_TL_Arasi
Canakkale,Merkez,Esenler_Mah.,Satilik,0_Oturuma_Hazir,4,Merkezi_Pay_Olcer,Merkezi,Kapali,165.0,149.0,9.0,0.0,0.0,4.0,5.0,8.0,5.0,2.0,0.0,var,var,var,yok,2.0,4.0,6.0,2.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Tepekoy_Koyu,Satilik,31_ve_uzeri,Bilinmiyor,Klima,Klima,Kapali,145.0,102.0,4.0,30.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Zeytinli_Koyu,Satilik,5,Bilinmiyor,Soba,Soba,Acik_Amerikan,60.0,50.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,var,yok,yok,var,0.0,2.0,1.0,1.0,10_15_Milyon_TL_Arasi
Canakkale,Gokceada,Cinarli_Mh.,Satilik,4,Bahce_Kati,Kombi_Elektrik,Kombi_Elektrik,Acik_Amerikan,170.0,140.0,4.0,4.0,4.0,0.0,4.0,2.0,3.0,2.0,1.0,var,yok,var,yok,0.0,1.0,1.0,0.0,10_15_Milyon_TL_Arasi
Canakkale,Gokceada,Cinarli_Mh.,Satilik,5,Bilinmiyor,Yok,Yok,Bilinmiyor,123.0,110.0,2.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,var,yok,yok,yok,0.0,0.0,0.0,0.0,25_50_Milyon_TL_Arasi
Canakkale,Merkez,Kepez_Bld.,Satilik,6_10_arasi,Bahce_Kati,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,120.0,105.0,3.0,8.0,3.0,0.0,4.0,6.0,5.0,1.0,0.0,var,var,var,yok,0.0,0.0,0.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Merkez,Esenler_Mah.,Satilik,4,Zemin_Kat,Kombi_Dogalgaz,Kombi_Dogalgaz,Acik_Amerikan,143.0,116.0,4.0,4.0,4.0,0.0,3.0,5.0,5.0,2.0,1.0,var,var,var,yok,2.0,3.0,0.0,0.0,7_Bucuk_10_Milyon_TL_Arasi
Canakkale,Gokceada,Yeni_Mh.,Satilik,1,3,Yerden_Isitma,Yerden_Isitma,Acik_Amerikan,105.0,95.0,8.0,1.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,var,yok,var,yok,0.0,0.0,0.0,0.0,4_5_Milyon_TL_Arasi
Canakkale,Yenice,Kurtulus_Mh.,Satilik,0_Oturuma_Hazir,2,Kombi_Dogalgaz,Kombi_Dogalgaz,Kapali,82.0,73.0,3.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,var,var,var,yok,0.0,0.0,0.0,0.0,3_4_Milyon_TL_Arasi
